abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
3.7829730016344993e-07,0.01098345501829101,3.0,1.0364309593519177e-09,203.47241424988408,7.064262808853528e-05,3.0071462243539805e-05,2.7899963110182093e-05,7.370559311918138e-06,1.1371294530958797e-05,1.2930633930981347e-10,0.8699547700601638,365.0000000157583,0.015027322404371584,2.9756888125120895e-05,182.5,29976.740470387296,0.9993583051330969,0.00273224043715847,1.920019494746653,2.9515783383734134e-05,0.0,0.7833778039724982,1.4291505218958875e-05,0.8061690792979963,0.1830601092896175,0.6677002937038551,0.4262295081967213,67.04559382924265,-2.519528921312601,8.849667535647667e-06,6.115428844624796e-06,-3.7177083519453363e-08,6.818582392043033e-06,3.4654258342925527e-06,-2.1735045644770062e-07,0.08743169398907104,16.896036390113682,1.0366656808882373,57.0,15.0,1.0206389047348732,6.327206877661713e-05,58.0,0.2923497267759563,3.214963733503775e-05,0.9547049506106828,2.74844290945871e-08,0.13127370566461594,-2.098373389350161,-1.7637558346347397,0.7375104196280788,2.7091715778844834,61.0,0.4262295081967213,0.0,0.9275107445353739,-0.030637243520623202,0.1427276249426116,0.33234573527867417,1.7276366016905447e-10,0.0022321315282880505,2.22913768753511e-06,1.6949351854347897e-05,2.1616379064019284,1.6768649764217474e-05,2.9639592732561677e-10,0.0
